 ,Label,Area,Mean,Min,Max,X,Y,BX,BY,Width,Height
1,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0001-0020:c:2/3 t:1/12 - TimeCourseNoise #1,403,16366.283,107,57964,72.914,1562.885,62,1578,22,31
2,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0002-0025:c:2/3 t:1/12 - TimeCourseNoise #1,860,16606.273,128,53337,494.902,1557.697,478,1576,35,36
3,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0003-0031:c:2/3 t:1/12 - TimeCourseNoise #1,874,17504.501,912,54067,182.518,1555.141,164,1572,41,40
4,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0004-0039:c:2/3 t:1/12 - TimeCourseNoise #1,1066,15742.532,114,58021,597.709,1544.317,576,1560,44,32
5,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0005-0044:c:2/3 t:1/12 - TimeCourseNoise #1,918,15244.541,151,61800,734.600,1537.158,715,1559,34,41
6,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0006-0039:c:2/3 t:1/12 - TimeCourseNoise #1,494,16713.117,178,51143,304.545,1544.656,284,1555,40,22
7,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0007-0050:c:2/3 t:1/12 - TimeCourseNoise #1,1119,19398.036,375,58329,1264.181,1533.691,1247,1554,35,42
8,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0008-0047:c:2/3 t:1/12 - TimeCourseNoise #1,720,17080.110,372,61340,1209.635,1536.368,1193,1550,32,28
9,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0009-0055:c:2/3 t:1/12 - TimeCourseNoise #1,1069,18079.519,123,62626,1080.241,1527.339,1062,1547,36,38
10,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0010-0068:c:2/3 t:1/12 - TimeCourseNoise #1,1037,15895.791,189,54732,465.784,1514.911,449,1535,44,40
11,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0011-0080:c:2/3 t:1/12 - TimeCourseNoise #1,1268,22631.961,160,65535,1471.550,1502.424,1451,1523,41,41
12,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0012-0086:c:2/3 t:1/12 - TimeCourseNoise #1,1727,21009.462,87,65535,362.442,1496.138,338,1519,50,45
13,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0013-0082:c:2/3 t:1/12 - TimeCourseNoise #1,434,16158.866,139,49941,896.136,1501.714,884,1513,27,24
14,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0014-0093:c:2/3 t:1/12 - TimeCourseNoise #1,490,15232.114,320,46704,641.543,1487.092,629,1508,24,37
15,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0015-0097:c:2/3 t:1/12 - TimeCourseNoise #1,794,16773.572,158,65498,944.576,1484.734,929,1506,30,40
16,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0016-0097:c:2/3 t:1/12 - TimeCourseNoise #1,804,14860.838,82,61150,278.694,1487.041,262,1505,35,38
17,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0017-0093:c:2/3 t:1/12 - TimeCourseNoise #1,466,15450.764,416,55109,848.642,1489.395,833,1503,30,27
18,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0018-0106:c:2/3 t:1/12 - TimeCourseNoise #1,657,16169.146,294,49976,695.185,1476.792,679,1493,31,32
19,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0019-0118:c:2/3 t:1/12 - TimeCourseNoise #1,1405,23162.578,96,65535,538.805,1465.486,519,1488,39,46
20,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0020-0107:c:2/3 t:1/12 - TimeCourseNoise #1,403,15964.035,560,52216,1226.525,1475.192,1215,1487,23,23
21,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0021-0109:c:2/3 t:1/12 - TimeCourseNoise #1,644,17867.463,290,65422,1061.665,1474.224,1045,1485,36,23
22,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0022-0123:c:2/3 t:1/12 - TimeCourseNoise #1,1048,17898.996,231,59977,1167.093,1460.310,1147,1478,48,36
23,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0023-0124:c:2/3 t:1/12 - TimeCourseNoise #1,639,15637.385,224,59881,1281.392,1460.646,1265,1476,38,34
24,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0024-0129:c:2/3 t:1/12 - TimeCourseNoise #1,785,17142.106,354,60386,62.329,1455.933,44,1471,38,35
25,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0025-0132:c:2/3 t:1/12 - TimeCourseNoise #1,612,16265.178,110,60194,311.786,1450.448,296,1465,32,28
26,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0026-0139:c:2/3 t:1/12 - TimeCourseNoise #1,851,16472.851,309,57783,891.344,1444.936,870,1460,39,33
27,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0027-0145:c:2/3 t:1/12 - TimeCourseNoise #1,1291,18728.268,279,61528,370.085,1438.805,348,1458,43,40
28,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0028-0153:c:2/3 t:1/12 - TimeCourseNoise #1,605,16295.084,112,61422,675.735,1429.796,662,1447,27,34
29,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0029-0154:c:2/3 t:1/12 - TimeCourseNoise #1,812,17459.879,107,62163,1237.969,1428.340,1222,1446,32,34
30,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0030-0155:c:2/3 t:1/12 - TimeCourseNoise #1,738,16567.442,301,55250,1085.159,1429.495,1067,1444,34,32
31,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0031-0154:c:2/3 t:1/12 - TimeCourseNoise #1,478,16883.990,155,56599,1124.594,1428.282,1112,1441,26,25
32,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0032-0161:c:2/3 t:1/12 - TimeCourseNoise #1,512,15162.424,123,57883,424.457,1421.195,413,1439,23,35
33,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0033-0170:c:2/3 t:1/12 - TimeCourseNoise #1,1180,21195.375,283,59470,787.047,1412.991,766,1431,41,37
34,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0034-0163:c:2/3 t:1/12 - TimeCourseNoise #1,400,15757.343,290,52567,609.285,1419.875,588,1430,36,20
35,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0035-0172:c:2/3 t:1/12 - TimeCourseNoise #1,526,15726.506,231,60629,279.407,1410.093,262,1422,34,23
36,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0036-0185:c:2/3 t:1/12 - TimeCourseNoise #1,405,15440.114,247,53233,1041.515,1399.777,1029,1412,23,28
37,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0037-0189:c:2/3 t:1/12 - TimeCourseNoise #1,798,17001.912,139,54300,523.583,1394.501,506,1411,36,35
38,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0038-0192:c:2/3 t:1/12 - TimeCourseNoise #1,814,16533.441,162,53332,1149.880,1391.576,1133,1408,34,34
39,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0039-0198:c:2/3 t:1/12 - TimeCourseNoise #1,1206,16719.226,132,61528,23.545,1384.109,4,1406,38,42
40,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0040-0193:c:2/3 t:1/12 - TimeCourseNoise #1,453,15123.472,251,54921,1359.908,1391.114,1347,1403,27,27
41,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0041-0198:c:2/3 t:1/12 - TimeCourseNoise #1,497,16354.771,311,52699,986.295,1385.611,976,1400,21,31
42,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0042-0199:c:2/3 t:1/12 - TimeCourseNoise #1,544,16029.921,338,50536,463.327,1384.605,447,1398,30,28
43,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0043-0206:c:2/3 t:1/12 - TimeCourseNoise #1,932,18150.328,491,61225,1083.329,1376.721,1068,1397,31,41
44,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0044-0204:c:2/3 t:1/12 - TimeCourseNoise #1,946,17362.359,217,53248,1199.182,1378.501,1179,1397,38,36
45,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0045-0208:c:2/3 t:1/12 - TimeCourseNoise #1,1198,15785.873,212,53139,316.502,1374.751,297,1395,39,40
46,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0046-0211:c:2/3 t:1/12 - TimeCourseNoise #1,561,15638.957,217,64556,120.110,1372.830,104,1391,27,39
47,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0047-0213:c:2/3 t:1/12 - TimeCourseNoise #1,735,16930.518,205,60749,836.825,1371.641,817,1389,33,38
48,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0048-0211:c:2/3 t:1/12 - TimeCourseNoise #1,486,15941.165,132,63658,610.825,1372.206,596,1385,28,27
49,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0049-0222:c:2/3 t:1/12 - TimeCourseNoise #1,1092,15563.941,107,60990,887.602,1360.629,867,1381,41,40
50,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0050-0222:c:2/3 t:1/12 - TimeCourseNoise #1,634,17106.831,425,55259,261.473,1361.050,248,1377,27,33
51,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0051-0225:c:2/3 t:1/12 - TimeCourseNoise #1,477,15974.975,133,45406,938.894,1359.527,926,1374,29,33
52,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0052-0230:c:2/3 t:1/12 - TimeCourseNoise #1,667,19063.205,183,59269,511.457,1352.629,496,1368,30,30
53,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0053-0237:c:2/3 t:1/12 - TimeCourseNoise #1,520,15933.721,322,49947,1411.687,1347.537,1398,1360,27,28
54,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0054-0257:c:2/3 t:1/12 - TimeCourseNoise #1,1628,16798.991,103,63422,215.385,1325.789,188,1353,67,55
55,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0055-0247:c:2/3 t:1/12 - TimeCourseNoise #1,746,15035.550,107,60972,554.702,1334.520,538,1352,33,32
56,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0056-0249:c:2/3 t:1/12 - TimeCourseNoise #1,687,16275.598,402,61989,151.366,1332.983,136,1349,31,31
57,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0057-0251:c:2/3 t:1/12 - TimeCourseNoise #1,684,14955.961,107,48316,1102.735,1332.936,1085,1349,36,35
58,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0058-0250:c:2/3 t:1/12 - TimeCourseNoise #1,642,15524.917,256,57152,1529.145,1332.467,1515,1348,28,31
59,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0059-0253:c:2/3 t:1/12 - TimeCourseNoise #1,807,16837.976,229,59011,1326.758,1330.278,1309,1346,34,32
60,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0060-0256:c:2/3 t:1/12 - TimeCourseNoise #1,445,15962.303,429,49570,1237.579,1326.808,1227,1341,22,28
61,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0061-0264:c:2/3 t:1/12 - TimeCourseNoise #1,733,16861.469,167,60824,83.535,1317.780,69,1338,29,38
62,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0062-0268:c:2/3 t:1/12 - TimeCourseNoise #1,503,14504.845,132,49788,393.605,1316.663,381,1328,30,26
63,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0063-0282:c:2/3 t:1/12 - TimeCourseNoise #1,589,15306.163,160,55179,802.576,1301.495,788,1318,28,35
64,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0064-0276:c:2/3 t:1/12 - TimeCourseNoise #1,415,16000.412,180,59765,1478.134,1305.970,1465,1318,29,22
65,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0065-0293:c:2/3 t:1/12 - TimeCourseNoise #1,1077,16499.493,199,65535,926.961,1290.625,909,1310,36,40
66,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0066-0287:c:2/3 t:1/12 - TimeCourseNoise #1,549,15798.002,109,51428,1430.059,1296.611,1416,1310,30,29
67,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0067-0291:c:2/3 t:1/12 - TimeCourseNoise #1,438,15101.132,338,55202,497.678,1290.648,477,1307,34,31
68,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0068-0295:c:2/3 t:1/12 - TimeCourseNoise #1,1018,18268.995,265,59957,615.427,1286.570,596,1305,39,35
69,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0069-0296:c:2/3 t:1/12 - TimeCourseNoise #1,536,15849.507,311,52922,1284.903,1290.601,1263,1302,38,31
70,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0070-0308:c:2/3 t:1/12 - TimeCourseNoise #1,1803,16860.286,119,60154,140.716,1274.501,118,1301,44,53
71,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0071-0323:c:2/3 t:1/12 - TimeCourseNoise #1,1990,17975.842,64,65535,543.045,1255.153,517,1298,48,76
72,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0072-0308:c:2/3 t:1/12 - TimeCourseNoise #1,1106,17397.070,149,64844,66.168,1275.605,42,1293,46,36
73,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0073-0309:c:2/3 t:1/12 - TimeCourseNoise #1,905,16143.160,525,58300,236.720,1273.710,217,1291,39,35
74,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0074-0311:c:2/3 t:1/12 - TimeCourseNoise #1,863,17539.896,96,64357,698.836,1271.123,682,1288,35,33
75,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0075-0315:c:2/3 t:1/12 - TimeCourseNoise #1,472,15984.252,146,56881,324.498,1266.623,311,1287,27,38
76,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0076-0308:c:2/3 t:1/12 - TimeCourseNoise #1,407,15110.710,123,59109,753.163,1274.441,741,1286,24,23
77,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0077-0337:c:2/3 t:1/12 - TimeCourseNoise #1,829,16331.671,112,57596,652.499,1246.864,637,1266,37,41
78,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0078-0344:c:2/3 t:1/12 - TimeCourseNoise #1,1761,19283.980,194,63225,479.972,1239.858,455,1264,49,50
79,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0079-0341:c:2/3 t:1/12 - TimeCourseNoise #1,656,16314.549,139,65535,375.985,1242.983,362,1257,30,31
80,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0080-0347:c:2/3 t:1/12 - TimeCourseNoise #1,721,16483.965,368,64785,597.037,1236.716,584,1255,26,38
81,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0081-0346:c:2/3 t:1/12 - TimeCourseNoise #1,736,19317.658,452,59806,103.607,1235.683,88,1252,32,31
82,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0082-0354:c:2/3 t:1/12 - TimeCourseNoise #1,869,16265.465,155,61034,211.369,1229.957,196,1247,31,37
83,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0083-0353:c:2/3 t:1/12 - TimeCourseNoise #1,736,16599.895,96,56741,1285.630,1230.101,1271,1246,30,32
84,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0084-0373:c:2/3 t:1/12 - TimeCourseNoise #1,1358,18665.727,121,64276,793.716,1210.040,772,1232,43,44
85,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0085-0367:c:2/3 t:1/12 - TimeCourseNoise #1,805,16083.130,246,56136,981.555,1215.397,962,1231,39,31
86,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0086-0376:c:2/3 t:1/12 - TimeCourseNoise #1,801,15654.438,274,65535,25.590,1209.507,10,1228,34,42
87,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0087-0376:c:2/3 t:1/12 - TimeCourseNoise #1,740,15518.603,82,54483,127.772,1206.897,113,1227,34,40
88,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0088-0383:c:2/3 t:1/12 - TimeCourseNoise #1,960,17146.402,249,56293,628.189,1199.120,610,1217,35,35
89,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0089-0380:c:2/3 t:1/12 - TimeCourseNoise #1,575,16426.257,187,50786,366.283,1202.450,345,1214,42,23
90,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0090-0383:c:2/3 t:1/12 - TimeCourseNoise #1,488,15143.160,155,48162,514.703,1199.988,497,1213,35,26
91,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0091-0394:c:2/3 t:1/12 - TimeCourseNoise #1,1101,17440.020,174,62267,1341.850,1188.144,1322,1208,40,39
92,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0092-0396:c:2/3 t:1/12 - TimeCourseNoise #1,828,16385.804,112,62641,881.700,1188.784,863,1205,37,37
93,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0093-0393:c:2/3 t:1/12 - TimeCourseNoise #1,591,17143.616,240,65535,1422.246,1189.295,1407,1202,30,25
94,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0094-0410:c:2/3 t:1/12 - TimeCourseNoise #1,503,15703.479,251,51763,1288.659,1170.403,1274,1189,26,33
95,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0095-0418:c:2/3 t:1/12 - TimeCourseNoise #1,863,16707.319,276,65535,563.603,1163.250,544,1187,36,45
96,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0096-0420:c:2/3 t:1/12 - TimeCourseNoise #1,1131,17468.755,130,63002,659.851,1162.677,639,1181,41,36
97,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0097-0426:c:2/3 t:1/12 - TimeCourseNoise #1,1206,15676.007,116,53906,181.875,1155.332,164,1180,34,47
98,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0098-0417:c:2/3 t:1/12 - TimeCourseNoise #1,410,15753.454,157,51712,1226.495,1165.129,1216,1180,21,28
99,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0099-0430:c:2/3 t:1/12 - TimeCourseNoise #1,753,16310.218,105,53194,1146.654,1152.825,1132,1169,30,33
100,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0100-0437:c:2/3 t:1/12 - TimeCourseNoise #1,877,18254.842,162,62203,763.994,1147.847,734,1168,47,44
101,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0101-0431:c:2/3 t:1/12 - TimeCourseNoise #1,791,16299.025,114,47893,441.147,1150.764,422,1166,38,29
102,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0102-0437:c:2/3 t:1/12 - TimeCourseNoise #1,431,15816.796,91,61966,1494.925,1145.920,1483,1159,22,26
103,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0103-0442:c:2/3 t:1/12 - TimeCourseNoise #1,560,16389.464,134,55287,884.198,1142.450,870,1156,29,30
104,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0104-0444:c:2/3 t:1/12 - TimeCourseNoise #1,571,16150.902,135,61602,829.589,1138.684,815,1153,30,28
105,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0105-0452:c:2/3 t:1/12 - TimeCourseNoise #1,947,17719.436,258,56181,375.727,1130.287,358,1149,36,37
106,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0106-0453:c:2/3 t:1/12 - TimeCourseNoise #1,935,16723.767,194,56587,996.404,1129.786,977,1146,39,32
107,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0107-0450:c:2/3 t:1/12 - TimeCourseNoise #1,406,16190.695,217,47338,1345.318,1130.200,1332,1146,27,26
108,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0108-0462:c:2/3 t:1/12 - TimeCourseNoise #1,1669,19713.183,290,61170,691.717,1120.671,669,1145,45,49
109,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0109-0463:c:2/3 t:1/12 - TimeCourseNoise #1,1503,20989.806,201,65457,304.622,1119.387,276,1143,50,47
110,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0110-0464:c:2/3 t:1/12 - TimeCourseNoise #1,1254,19593.612,144,60990,482.862,1118.557,464,1140,38,43
111,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0111-0460:c:2/3 t:1/12 - TimeCourseNoise #1,755,16858.809,262,56028,594.933,1123.312,571,1140,39,35
112,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0112-0466:c:2/3 t:1/12 - TimeCourseNoise #1,527,17575.454,260,60818,220.335,1117.388,205,1132,28,30
113,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0113-0466:c:2/3 t:1/12 - TimeCourseNoise #1,590,16110.863,153,64268,1222.990,1119.100,1208,1132,34,31
114,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0114-0473:c:2/3 t:1/12 - TimeCourseNoise #1,1270,20089.357,100,65535,137.103,1109.396,116,1129,43,39
115,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0115-0473:c:2/3 t:1/12 - TimeCourseNoise #1,694,20538.617,455,60968,1384.069,1109.367,1367,1123,33,27
116,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0116-0488:c:2/3 t:1/12 - TimeCourseNoise #1,968,18403.012,139,56741,786.615,1095.473,769,1114,35,38
117,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0117-0485:c:2/3 t:1/12 - TimeCourseNoise #1,415,15937.680,263,65148,854.498,1093.172,840,1113,34,30
118,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0118-0492:c:2/3 t:1/12 - TimeCourseNoise #1,1233,16924.463,121,62912,355.156,1090.197,336,1112,37,43
119,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0119-0495:c:2/3 t:1/12 - TimeCourseNoise #1,778,17099.937,190,56653,403.955,1088.654,389,1107,30,38
120,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0120-0490:c:2/3 t:1/12 - TimeCourseNoise #1,520,15489.137,263,50011,921.652,1093.433,905,1106,31,26
121,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0121-0499:c:2/3 t:1/12 - TimeCourseNoise #1,687,16274.814,192,50867,1462.864,1084.644,1449,1102,27,36
122,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0122-0505:c:2/3 t:1/12 - TimeCourseNoise #1,1317,18924.049,137,60945,182.959,1073.681,152,1100,54,45
123,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0123-0500:c:2/3 t:1/12 - TimeCourseNoise #1,910,17369.454,274,57872,258.310,1083.755,240,1100,36,35
124,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0124-0506:c:2/3 t:1/12 - TimeCourseNoise #1,1176,19638.056,98,60232,570.859,1077.646,552,1098,37,42
125,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0125-0509:c:2/3 t:1/12 - TimeCourseNoise #1,1026,20878.271,137,63493,709.807,1074.326,692,1092,36,36
126,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0126-0504:c:2/3 t:1/12 - TimeCourseNoise #1,440,15269.693,160,43874,987.043,1077.364,973,1091,28,25
127,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0127-0506:c:2/3 t:1/12 - TimeCourseNoise #1,569,15324.601,222,59720,1183.047,1076.642,1169,1091,27,29
128,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0128-0511:c:2/3 t:1/12 - TimeCourseNoise #1,553,14579.922,340,53697,514.399,1070.301,501,1088,28,33
129,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0129-0516:c:2/3 t:1/12 - TimeCourseNoise #1,478,16674.414,382,50689,635.665,1065.109,625,1083,20,33
130,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0130-0518:c:2/3 t:1/12 - TimeCourseNoise #1,1061,16170.141,217,51440,120.612,1064.241,100,1082,41,35
131,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0131-0524:c:2/3 t:1/12 - TimeCourseNoise #1,1047,17448.897,254,64750,302.425,1059.812,285,1080,35,42
132,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0132-0526:c:2/3 t:1/12 - TimeCourseNoise #1,552,14901.098,603,52344,52.364,1054.250,36,1071,37,29
133,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0133-0525:c:2/3 t:1/12 - TimeCourseNoise #1,472,16428.326,597,56722,1513.138,1056.985,1501,1071,28,26
134,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0134-0531:c:2/3 t:1/12 - TimeCourseNoise #1,555,15057.285,251,47602,948.529,1052.821,936,1065,27,26
135,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0135-0554:c:2/3 t:1/12 - TimeCourseNoise #1,1202,20694.685,210,65535,380.537,1028.954,361,1049,39,40
136,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0136-0552:c:2/3 t:1/12 - TimeCourseNoise #1,526,14942.989,196,45433,1105.909,1030.970,1090,1043,30,25
137,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0137-0554:c:2/3 t:1/12 - TimeCourseNoise #1,508,15252.585,254,56635,602.567,1026.242,588,1042,38,27
138,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0138-0561:c:2/3 t:1/12 - TimeCourseNoise #1,1012,16903.681,210,56524,1017.063,1023.158,992,1041,44,39
139,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0139-0567:c:2/3 t:1/12 - TimeCourseNoise #1,1488,23033.202,96,65535,144.841,1014.640,120,1038,51,44
140,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0140-0564:c:2/3 t:1/12 - TimeCourseNoise #1,935,15929.028,242,63626,1163.461,1019.037,1143,1036,41,34
141,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0141-0562:c:2/3 t:1/12 - TimeCourseNoise #1,616,14850.560,139,59233,423.506,1019.664,409,1035,32,29
142,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0142-0568:c:2/3 t:1/12 - TimeCourseNoise #1,678,16420.240,173,60885,82.770,1016.476,64,1031,34,32
143,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0143-0578:c:2/3 t:1/12 - TimeCourseNoise #1,426,14575.974,105,57413,299.969,1007.049,278,1019,38,29
144,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0144-0587:c:2/3 t:1/12 - TimeCourseNoise #1,1255,15833.924,208,60078,549.514,995.898,527,1017,43,43
145,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0145-0590:c:2/3 t:1/12 - TimeCourseNoise #1,520,16793.840,301,60542,724.258,997.281,711,1013,38,40
146,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0146-0601:c:2/3 t:1/12 - TimeCourseNoise #1,1266,20118.186,84,62794,202.551,984.099,180,1003,42,42
147,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0147-0598:c:2/3 t:1/12 - TimeCourseNoise #1,893,16548.427,292,55000,635.307,983.709,619,1003,35,37
148,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0148-0597:c:2/3 t:1/12 - TimeCourseNoise #1,493,16873.337,174,54237,1444.390,987.038,1432,1000,28,28
149,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0149-0608:c:2/3 t:1/12 - TimeCourseNoise #1,943,16675.682,208,56016,49.774,974.433,34,997,30,44
150,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0150-0610:c:2/3 t:1/12 - TimeCourseNoise #1,834,15406.047,133,56434,115.647,975.041,98,992,39,39
