 ,Label,Area,Mean,Min,Max,X,Y,BX,BY,Width,Height
10444,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0363-1252:c:2/3 t:4/12 - TimeCourseNoise #3,938,17069.864,73,64741,313.564,330.906,295,348,37,35
10445,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0364-1256:c:2/3 t:4/12 - TimeCourseNoise #3,607,14304.932,94,53209,559.500,325.371,546,344,25,34
10446,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0365-1256:c:2/3 t:4/12 - TimeCourseNoise #3,676,12268.086,66,50546,1561.148,326.268,1547,343,30,32
10447,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0366-1274:c:2/3 t:4/12 - TimeCourseNoise #3,1721,16741.071,146,57573,165.468,308.768,144,335,43,53
10448,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0367-1273:c:2/3 t:4/12 - TimeCourseNoise #3,1332,14540.676,107,52954,763.566,308.539,744,332,40,45
10449,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0368-1272:c:2/3 t:4/12 - TimeCourseNoise #3,682,13115.613,167,46969,926.696,307.311,909,332,40,43
10450,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0369-1266:c:2/3 t:4/12 - TimeCourseNoise #3,752,12699.243,96,50348,993.566,316.634,976,331,35,29
10451,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0370-1272:c:2/3 t:4/12 - TimeCourseNoise #3,998,23469.315,128,65535,1437.786,311.522,1421,331,33,40
10452,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0371-1280:c:2/3 t:4/12 - TimeCourseNoise #3,1103,15474.759,123,60574,1133.099,303.055,1115,325,36,44
10453,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0372-1279:c:2/3 t:4/12 - TimeCourseNoise #3,707,13466.646,109,53102,466.162,304.496,447,320,34,33
10454,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0373-1287:c:2/3 t:4/12 - TimeCourseNoise #3,981,14024.648,132,50720,608.726,295.404,592,315,34,38
10455,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0374-1286:c:2/3 t:4/12 - TimeCourseNoise #3,688,13161.706,171,47337,1390.956,296.102,1377,312,30,31
10456,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0375-1290:c:2/3 t:4/12 - TimeCourseNoise #3,893,19702.311,169,65535,1516.281,292.730,1499,309,34,33
10457,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0376-1291:c:2/3 t:4/12 - TimeCourseNoise #3,429,12494.772,212,50293,1330.213,290.759,1313,306,28,28
10458,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0377-1297:c:2/3 t:4/12 - TimeCourseNoise #3,871,14673.090,109,58912,395.778,285.750,378,305,37,38
10459,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0378-1298:c:2/3 t:4/12 - TimeCourseNoise #3,764,15606.005,149,54186,221.514,284.500,205,300,32,31
10460,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0379-1305:c:2/3 t:4/12 - TimeCourseNoise #3,1174,13453.440,85,52827,79.835,277.266,61,298,39,40
10461,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0380-1303:c:2/3 t:4/12 - TimeCourseNoise #3,925,13661.299,85,58878,1233.532,279.551,1216,296,36,33
10462,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0381-1315:c:2/3 t:4/12 - TimeCourseNoise #3,1303,12508.282,36,48736,509.436,267.513,487,287,44,39
10463,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0382-1319:c:2/3 t:4/12 - TimeCourseNoise #3,1226,14472.131,46,51716,835.054,264.733,814,285,41,42
10464,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0383-1323:c:2/3 t:4/12 - TimeCourseNoise #3,1480,22990.756,242,65535,660.547,259.675,640,282,41,45
10465,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0384-1325:c:2/3 t:4/12 - TimeCourseNoise #3,1327,14226.838,110,55202,1155.801,257.318,1137,280,38,45
10466,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0385-1319:c:2/3 t:4/12 - TimeCourseNoise #3,570,14471.965,194,53332,1449.942,263.674,1437,277,27,26
10467,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0386-1331:c:2/3 t:4/12 - TimeCourseNoise #3,1776,15045.118,110,62009,37.552,252.910,13,276,49,48
10468,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0387-1326:c:2/3 t:4/12 - TimeCourseNoise #3,1034,12052.471,119,50364,916.978,258.981,896,276,41,38
10469,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0388-1334:c:2/3 t:4/12 - TimeCourseNoise #3,1410,14373.135,71,51556,130.845,248.779,108,269,45,40
10470,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0389-1336:c:2/3 t:4/12 - TimeCourseNoise #3,1126,14648.048,80,65535,244.252,249.124,225,267,39,40
10471,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0390-1334:c:2/3 t:4/12 - TimeCourseNoise #3,495,12434.333,192,48140,1034.407,250.742,1022,266,32,34
10472,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0391-1335:c:2/3 t:4/12 - TimeCourseNoise #3,958,15147.832,178,57938,598.884,247.498,581,265,37,35
10473,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0392-1343:c:2/3 t:4/12 - TimeCourseNoise #3,936,13782.441,96,53892,1552.424,239.350,1534,258,35,36
10474,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0393-1345:c:2/3 t:4/12 - TimeCourseNoise #3,806,13859.703,84,49070,1313.484,236.878,1298,256,29,36
10475,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0394-1347:c:2/3 t:4/12 - TimeCourseNoise #3,779,12962.691,107,52478,1201.818,235.871,1187,252,31,32
10476,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0395-1354:c:2/3 t:4/12 - TimeCourseNoise #3,1340,16490.073,203,53635,724.693,227.622,705,250,42,43
10477,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0396-1352:c:2/3 t:4/12 - TimeCourseNoise #3,694,12435.143,112,45853,388.916,232.673,374,248,33,35
10478,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0397-1356:c:2/3 t:4/12 - TimeCourseNoise #3,1485,14999.353,260,57848,555.243,226.750,531,246,49,39
10479,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0398-1358:c:2/3 t:4/12 - TimeCourseNoise #3,1005,15126.664,94,54811,982.159,224.674,964,243,35,36
10480,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0399-1360:c:2/3 t:4/12 - TimeCourseNoise #3,913,13394.310,299,52481,1269.462,222.050,1253,243,32,41
10481,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0400-1361:c:2/3 t:4/12 - TimeCourseNoise #3,453,12435.333,187,50332,808.454,222.568,794,234,29,25
10482,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0401-1365:c:2/3 t:4/12 - TimeCourseNoise #3,667,14457.355,105,54437,1134.942,218.050,1121,234,27,32
10483,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0402-1369:c:2/3 t:4/12 - TimeCourseNoise #3,1027,14380.739,114,52199,633.367,214.432,611,233,41,38
10484,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0403-1371:c:2/3 t:4/12 - TimeCourseNoise #3,1005,14026.634,148,53833,884.257,209.904,869,233,35,42
10485,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0404-1367:c:2/3 t:4/12 - TimeCourseNoise #3,876,13719.805,151,62437,1471.381,215.890,1454,233,35,35
10486,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0405-1375:c:2/3 t:4/12 - TimeCourseNoise #3,1601,13164.343,94,61660,485.972,207.010,465,232,43,48
10487,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0406-1367:c:2/3 t:4/12 - TimeCourseNoise #3,993,15127.184,98,47477,1385.241,217.013,1365,232,42,32
10488,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0407-1379:c:2/3 t:4/12 - TimeCourseNoise #3,1353,16006.086,153,59184,31.212,203.315,10,226,41,44
10489,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0408-1388:c:2/3 t:4/12 - TimeCourseNoise #3,1503,14467.968,208,65535,220.469,193.030,197,218,57,47
10490,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0409-1388:c:2/3 t:4/12 - TimeCourseNoise #3,1521,14706.763,73,62945,938.929,194.869,916,217,45,45
10491,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0410-1392:c:2/3 t:4/12 - TimeCourseNoise #3,1406,15171.443,75,58110,290.982,192.228,267,214,48,46
10492,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0411-1394:c:2/3 t:4/12 - TimeCourseNoise #3,2007,18558.932,153,65535,410.213,187.708,383,214,54,51
10493,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0412-1392:c:2/3 t:4/12 - TimeCourseNoise #3,925,14729.093,84,55868,1311.983,191.111,1294,208,36,34
10494,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0413-1395:c:2/3 t:4/12 - TimeCourseNoise #3,1185,16818.197,146,53138,135.735,186.994,115,207,41,39
10495,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0414-1396:c:2/3 t:4/12 - TimeCourseNoise #3,1025,14411.559,82,55927,1093.107,187.156,1075,205,36,37
10496,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0415-1397:c:2/3 t:4/12 - TimeCourseNoise #3,542,12973.991,119,42768,1231.055,186.382,1218,200,29,28
10497,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0416-1402:c:2/3 t:4/12 - TimeCourseNoise #3,543,14056.637,109,59568,1030.973,180.128,1018,198,27,34
10498,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0417-1404:c:2/3 t:4/12 - TimeCourseNoise #3,834,14198.305,208,65535,988.042,179.371,970,197,36,36
10499,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0418-1406:c:2/3 t:4/12 - TimeCourseNoise #3,686,12263.242,171,49483,1178.516,175.972,1160,197,36,41
10500,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0419-1403:c:2/3 t:4/12 - TimeCourseNoise #3,661,11858.772,102,48628,1556.320,180.579,1542,194,30,29
10501,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0420-1414:c:2/3 t:4/12 - TimeCourseNoise #3,1383,16540.078,98,57249,782.656,168.771,761,192,43,46
10502,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0421-1416:c:2/3 t:4/12 - TimeCourseNoise #3,809,13113.602,75,54363,97.800,166.989,81,185,34,37
10503,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0422-1411:c:2/3 t:4/12 - TimeCourseNoise #3,509,13314.959,171,47973,1270.256,172.748,1255,184,31,25
10504,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0423-1422:c:2/3 t:4/12 - TimeCourseNoise #3,888,15050.047,121,55726,641.463,160.898,623,178,35,34
10505,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0424-1422:c:2/3 t:4/12 - TimeCourseNoise #3,717,13689.470,66,51304,879.741,160.631,865,177,31,32
10506,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0425-1438:c:2/3 t:4/12 - TimeCourseNoise #3,1628,14242.295,78,50420,166.314,144.487,145,170,43,50
10507,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0426-1438:c:2/3 t:4/12 - TimeCourseNoise #3,1576,18746.869,101,57507,582.918,144.775,561,168,44,46
10508,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0427-1438:c:2/3 t:4/12 - TimeCourseNoise #3,1248,16292.734,128,57688,318.570,144.532,298,164,42,39
10509,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0428-1437:c:2/3 t:4/12 - TimeCourseNoise #3,970,15498.391,135,56738,916.777,145.130,898,164,36,36
10510,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0429-1443:c:2/3 t:4/12 - TimeCourseNoise #3,1068,14002.437,119,56107,480.728,139.241,458,158,43,37
10511,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0430-1440:c:2/3 t:4/12 - TimeCourseNoise #3,768,14137.533,126,50779,1128.049,142.060,1111,158,34,31
10512,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0431-1448:c:2/3 t:4/12 - TimeCourseNoise #3,1104,13005.741,116,57658,422.854,134.350,401,157,44,44
10513,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0432-1449:c:2/3 t:4/12 - TimeCourseNoise #3,970,17053.378,107,56288,1065.499,131.812,1044,154,39,40
10514,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0433-1449:c:2/3 t:4/12 - TimeCourseNoise #3,566,13140.716,105,49666,841.435,134.071,823,149,45,30
10515,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0434-1449:c:2/3 t:4/12 - TimeCourseNoise #3,470,13052.296,135,42238,1414.411,133.577,1403,148,22,29
10516,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0435-1459:c:2/3 t:4/12 - TimeCourseNoise #3,1779,12765.134,80,52577,250.086,123.511,208,146,81,45
10517,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0436-1451:c:2/3 t:4/12 - TimeCourseNoise #3,520,13389.279,80,51005,1345.812,132.358,1332,143,28,22
10518,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0437-1459:c:2/3 t:4/12 - TimeCourseNoise #3,485,12672.299,132,48996,1016.626,124.164,1003,138,29,29
10519,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0438-1476:c:2/3 t:4/12 - TimeCourseNoise #3,1531,15330.518,169,59275,971.343,103.809,947,133,52,53
10520,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0439-1474:c:2/3 t:4/12 - TimeCourseNoise #3,1624,14186.613,91,56797,73.564,109.382,50,132,47,47
10521,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0440-1469:c:2/3 t:4/12 - TimeCourseNoise #3,906,12756.050,73,49388,1164.454,113.937,1146,132,36,36
10522,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0441-1476:c:2/3 t:4/12 - TimeCourseNoise #3,648,13250.747,226,46437,536.233,104.495,522,123,30,33
10523,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0442-1479:c:2/3 t:4/12 - TimeCourseNoise #3,1039,14237.996,103,53732,607.525,103.653,589,122,37,37
10524,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0443-1479:c:2/3 t:4/12 - TimeCourseNoise #3,1015,14920.657,128,55465,1527.646,102.716,1509,122,37,37
10525,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0444-1485:c:2/3 t:4/12 - TimeCourseNoise #3,1203,17460.096,251,52483,496.667,97.761,476,118,41,40
10526,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0445-1486:c:2/3 t:4/12 - TimeCourseNoise #3,759,12744.656,230,51978,132.343,99.543,117,116,35,38
10527,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0446-1487:c:2/3 t:4/12 - TimeCourseNoise #3,1250,15227.850,82,57703,326.428,95.004,306,116,40,41
10528,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0447-1488:c:2/3 t:4/12 - TimeCourseNoise #3,666,13801.167,171,59685,900.440,94.968,883,109,34,28
10529,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0448-1491:c:2/3 t:4/12 - TimeCourseNoise #3,813,13602.432,290,57864,1370.563,92.307,1353,107,35,31
10530,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0449-1503:c:2/3 t:4/12 - TimeCourseNoise #3,1383,17389.504,91,65535,451.102,80.552,432,103,41,47
10531,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0450-1508:c:2/3 t:4/12 - TimeCourseNoise #3,946,13560.645,85,56250,1469.779,73.746,1452,95,33,40
10532,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0451-1510:c:2/3 t:4/12 - TimeCourseNoise #3,1203,14283.379,125,59706,575.554,72.736,555,93,39,40
10533,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0452-1518:c:2/3 t:4/12 - TimeCourseNoise #3,952,13022.630,107,52430,288.373,60.688,269,90,35,50
10534,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0453-1514:c:2/3 t:4/12 - TimeCourseNoise #3,895,15166.153,201,53507,1208.591,69.310,1192,86,33,34
10535,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0454-1517:c:2/3 t:4/12 - TimeCourseNoise #3,1174,17017.577,66,62786,861.361,65.756,841,85,40,38
10536,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0455-1519:c:2/3 t:4/12 - TimeCourseNoise #3,1199,14007.935,100,51469,937.865,63.398,918,85,40,42
10537,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0456-1518:c:2/3 t:4/12 - TimeCourseNoise #3,950,14390.488,212,47736,1014.666,64.534,999,84,33,38
10538,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0457-1518:c:2/3 t:4/12 - TimeCourseNoise #3,436,13311.534,139,41767,763.273,65.062,752,77,23,25
10539,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0458-1534:c:2/3 t:4/12 - TimeCourseNoise #3,1251,13956.381,146,65535,60.195,49.743,42,73,36,48
10540,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0459-1536:c:2/3 t:4/12 - TimeCourseNoise #3,1849,18623.375,160,63953,509.107,46.286,485,73,47,52
10541,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0460-1530:c:2/3 t:4/12 - TimeCourseNoise #3,1312,17696.308,94,57605,692.883,52.636,671,72,43,39
10542,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0461-1545:c:2/3 t:4/12 - TimeCourseNoise #3,915,13146.494,105,54107,1501.374,36.592,1484,58,38,40
10543,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0462-1547:c:2/3 t:4/12 - TimeCourseNoise #3,951,13759.328,94,51141,647.699,35.969,618,53,50,34
10544,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0463-1554:c:2/3 t:4/12 - TimeCourseNoise #3,921,14397.401,82,49445,19.914,28.358,5,52,29,46
10545,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0464-1555:c:2/3 t:4/12 - TimeCourseNoise #3,1004,13198.351,123,52276,1561.605,28.030,1543,46,38,36
10546,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0465-1559:c:2/3 t:4/12 - TimeCourseNoise #3,590,13734.737,162,49015,1050.610,24.156,1036,38,31,29
10547,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0001-0029:c:2/3 t:5/12 - TimeCourseNoise #3,1033,13574.614,91,53995,1020.384,1553.316,1004,1576,37,45
10548,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0002-0026:c:2/3 t:5/12 - TimeCourseNoise #3,813,12901.451,160,42811,890.169,1557.899,861,1573,49,33
10549,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0003-0037:c:2/3 t:5/12 - TimeCourseNoise #3,1180,12473.725,68,65162,490.742,1546.486,472,1568,37,45
10550,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0004-0035:c:2/3 t:5/12 - TimeCourseNoise #3,765,13231.627,75,48932,222.883,1546.439,204,1566,34,36
10551,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0005-0035:c:2/3 t:5/12 - TimeCourseNoise #3,978,12705.655,61,60856,1324.285,1547.220,1304,1565,40,35
10552,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0006-0042:c:2/3 t:5/12 - TimeCourseNoise #3,978,12547.938,98,53240,556.383,1539.677,537,1563,37,45
10553,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0007-0039:c:2/3 t:5/12 - TimeCourseNoise #3,859,12272.754,73,64645,1406.338,1545.749,1387,1561,36,35
10554,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0008-0052:c:2/3 t:5/12 - TimeCourseNoise #3,1076,13451.148,157,48825,608.208,1531.249,591,1551,34,40
10555,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0009-0044:c:2/3 t:5/12 - TimeCourseNoise #3,475,13985.971,89,51399,839.359,1538.858,828,1551,24,25
10556,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0010-0059:c:2/3 t:5/12 - TimeCourseNoise #3,781,13734.063,133,47700,391.436,1522.934,378,1544,34,40
10557,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0011-0060:c:2/3 t:5/12 - TimeCourseNoise #3,908,15878.448,233,65535,943.270,1525.841,925,1543,36,40
10558,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0012-0058:c:2/3 t:5/12 - TimeCourseNoise #3,927,14430.494,94,58916,1262.073,1524.739,1244,1542,36,34
10559,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0013-0067:c:2/3 t:5/12 - TimeCourseNoise #3,1040,14483.491,73,55764,662.959,1517.082,645,1535,35,38
10560,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0014-0068:c:2/3 t:5/12 - TimeCourseNoise #3,1233,13494.384,84,58803,65.615,1514.989,43,1534,45,39
10561,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0015-0079:c:2/3 t:5/12 - TimeCourseNoise #3,924,14175.515,118,53428,1444.515,1505.338,1423,1521,42,35
10562,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0016-0088:c:2/3 t:5/12 - TimeCourseNoise #3,1630,15977.666,73,56188,168.975,1493.830,144,1517,51,45
10563,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0017-0088:c:2/3 t:5/12 - TimeCourseNoise #3,858,13899.629,107,48792,823.786,1492.762,801,1514,41,38
10564,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0018-0089:c:2/3 t:5/12 - TimeCourseNoise #3,689,13405.972,77,53461,1331.014,1493.496,1316,1508,31,28
10565,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0019-0087:c:2/3 t:5/12 - TimeCourseNoise #3,402,12092.958,80,39021,1505.047,1495.818,1489,1505,31,18
10566,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0020-0097:c:2/3 t:5/12 - TimeCourseNoise #3,850,13270.578,130,50580,517.834,1485.254,503,1504,30,37
10567,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0021-0094:c:2/3 t:5/12 - TimeCourseNoise #3,472,13230.981,71,49297,350.962,1489.754,329,1500,43,23
10568,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0022-0108:c:2/3 t:5/12 - TimeCourseNoise #3,1213,14936.962,66,65535,228.337,1474.256,207,1496,45,43
10569,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0023-0108:c:2/3 t:5/12 - TimeCourseNoise #3,908,13343.715,98,57861,613.025,1477.457,596,1495,40,40
10570,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0024-0114:c:2/3 t:5/12 - TimeCourseNoise #3,914,13608.553,82,49448,699.659,1467.747,682,1489,36,41
10571,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0025-0114:c:2/3 t:5/12 - TimeCourseNoise #3,781,13966.940,132,45662,1371.060,1469.246,1356,1487,30,36
10572,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0026-0124:c:2/3 t:5/12 - TimeCourseNoise #3,1573,18725.986,146,60555,926.612,1458.899,906,1483,42,48
10573,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0027-0135:c:2/3 t:5/12 - TimeCourseNoise #3,483,11937.337,98,48683,1545.268,1447.858,1535,1462,22,28
10574,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0028-0142:c:2/3 t:5/12 - TimeCourseNoise #3,1231,15836.757,77,64099,1129.150,1440.541,1107,1460,43,38
10575,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0029-0148:c:2/3 t:5/12 - TimeCourseNoise #3,1113,14058.144,68,48033,64.253,1434.667,43,1453,43,37
10576,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0030-0150:c:2/3 t:5/12 - TimeCourseNoise #3,1210,15899.423,89,59010,1225.041,1432.386,1204,1453,40,41
10577,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0031-0159:c:2/3 t:5/12 - TimeCourseNoise #3,1256,16473.484,116,55730,686.948,1423.010,667,1443,40,39
10578,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0032-0160:c:2/3 t:5/12 - TimeCourseNoise #3,505,11616.667,96,44338,1424.084,1424.391,1413,1441,21,36
10579,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0033-0160:c:2/3 t:5/12 - TimeCourseNoise #3,721,14149.956,75,52969,1361.529,1421.727,1346,1438,31,31
10580,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0034-0164:c:2/3 t:5/12 - TimeCourseNoise #3,627,11991.199,68,51627,876.446,1416.714,859,1436,32,35
10581,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0035-0175:c:2/3 t:5/12 - TimeCourseNoise #3,997,14255.063,169,57314,980.658,1410.428,961,1431,38,46
10582,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0036-0181:c:2/3 t:5/12 - TimeCourseNoise #3,1437,14167.674,96,58926,923.564,1402.277,903,1426,44,48
10583,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0037-0182:c:2/3 t:5/12 - TimeCourseNoise #3,959,13908.210,142,55436,427.631,1401.913,403,1421,44,40
10584,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0038-0193:c:2/3 t:5/12 - TimeCourseNoise #3,1726,15048.155,94,62026,733.640,1390.012,710,1414,48,48
10585,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0039-0188:c:2/3 t:5/12 - TimeCourseNoise #3,871,13245.607,96,49813,1026.382,1394.335,1009,1413,34,37
10586,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0040-0182:c:2/3 t:5/12 - TimeCourseNoise #3,439,13955.182,194,44025,1123.377,1399.587,1110,1412,27,23
10587,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0041-0190:c:2/3 t:5/12 - TimeCourseNoise #3,1066,11985.736,82,49995,177.762,1394.207,157,1411,41,36
10588,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0042-0195:c:2/3 t:5/12 - TimeCourseNoise #3,1149,13421.899,64,53166,640.698,1387.831,621,1410,40,44
10589,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0043-0206:c:2/3 t:5/12 - TimeCourseNoise #3,1220,15021.403,66,59370,1084.704,1376.481,1064,1395,43,37
10590,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0044-0218:c:2/3 t:5/12 - TimeCourseNoise #3,913,16646.255,245,59550,961.467,1364.332,944,1383,33,36
10591,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0045-0227:c:2/3 t:5/12 - TimeCourseNoise #3,1060,12833.225,89,53991,568.894,1354.921,547,1374,42,37
10592,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0046-0227:c:2/3 t:5/12 - TimeCourseNoise #3,689,12689.758,73,51195,1316.692,1354.104,1303,1373,27,35
10593,C2-TimeCourseNoise.lsm - TimeCourseNoise #3:0047-0235:c:2/3 t:5/12 - TimeCourseNoise #3,1365,14205.963,94,59160,96.237,1347.641,77,1371,37,47
